0,99669
1,99690
2,99698
3,99689
4,99764
5,99722
6,99725
7,99651
8,99606
9,99540
10,99495
11,99454
12,99392
13,99342
14,99285
15,99213
16,99185
17,99150
18,99134
19,99194
20,99208
21,99234
22,99271
23,99319
24,99338
25,99364
26,99414
27,99445
28,99484
29,99564
30,99625
31,99690
32,99752
33,99801
34,99852
35,99899
36,99948
37,100010
38,100059
39,100099
40,100152
41,100154
42,100178
43,100192
44,100198
45,100217
46,100238
47,100227
48,100234
49,100245
50,100238
51,100230
52,100234
53,100215
54,100198
55,100183
56,100143
57,100106
58,100079
59,100038
60,100010
61,99983
62,99937
63,99918
64,99881
65,99843
66,99804
67,99790
68,99750
69,99720
70,99719
71,99708
72,99704
73,99704
74,99673
75,99659
76,99656
77,99622
78,99590
79,99575
80,99539
81,99507
82,99494
83,99448
84,99408
85,99401
86,99373
87,99356
88,99371
89,99344
90,99316
91,99307
92,99263
93,99237
94,99253
95,99238
96,99233
97,99253
98,99254
99,99274
100,99318
101,99339
102,99365
103,99406
104,99415
105,99436
106,99473
107,99488
108,99497
109,99522
110,99522
111,99533
112,99570
113,99558
114,99544
115,99546
116,99507
117,99472
118,99454
119,99415
120,99384
121,99384
122,99359
123,99340
124,99332
125,99295
126,99259
127,99253
128,99241
129,99234
130,99249
131,99241
132,99250
133,99290
134,99306
135,99335
136,99381
137,99394
138,99411
139,99452
140,99461
141,99484
142,99513
143,99510
144,99518
145,99549
146,99558
147,99554
148,99560
149,99534
150,99503
151,99488
152,99442
153,99411
154,99400
155,99372
156,99355
157,99356
158,99320
159,99291
160,99275
161,99241
162,99237
163,99250
164,99237
165,99237
166,99266
167,99278
168,99302
169,99351
170,99369
171,99390
172,99427
173,99440
174,99457
175,99500
176,99501
177,99506
178,99534
179,99537
180,99554
181,99570
182,99548
183,99530
184,99519
185,99476
186,99438
187,99427
188,99388
189,99368
190,99371
191,99344
192,99316
193,99307
194,99263
195,99237
196,99253
197,99238
198,99233
199,99253
200,99254
201,99274
202,99318
203,99339
204,99365
205,99406
206,99415
207,99436
208,99473
209,99488
210,99497
211,99522
212,99522
213,99533
214,99570
215,99558
216,99544
217,99546
218,99507
219,99472
220,99454
221,99415
222,99384
223,99384
224,99359
225,99340
226,99332
227,99295
228,99259
229,99253
230,99241
231,99234
232,99249
233,99241
234,99250
235,99290
236,99306
237,99335
238,99381
239,99394
240,99411
241,99452
242,99461
243,99484
244,99513
245,99510
246,99518
247,99549
248,99558
249,99554
250,99560
251,99534
252,99503
253,99488
254,99442
255,99411
256,99400
257,99372
258,99355
259,99356
260,99320
261,99291
262,99275
263,99241
264,99237
265,99250
266,99237
267,99237
268,99266
269,99278
270,99302
271,99351
272,99369
273,99390
274,99427
275,99440
276,99457
277,99500
278,99501
279,99506
280,99534
281,99537
282,99554
283,99570
284,99548
285,99530
286,99519
287,99476
288,99438
289,99427
290,99388
291,99368
292,99371
293,99344
294,99316
295,99307
296,99263
297,99237
298,99253
299,99238
300,99233
301,99253
302,99254
303,99274
304,99318
305,99339
306,99365
307,99406
308,99415
309,99436
310,99473
311,99488
312,99497
313,99522
314,99522
315,99533
316,99570
317,99558
318,99544
319,99546
320,99507
321,99472
322,99454
323,99415
324,99384
325,99384
326,99359
327,99340
328,99332
329,99295
330,99259
331,99253
332,99241
333,99234
334,99249
335,99241
336,99250
337,99290
338,99306
339,99335
340,99381
341,99394
342,99411
343,99452
344,99461
345,99484
346,99513
347,99510
348,99518
349,99549
350,99558
351,99554
352,99560
353,99534
354,99503
355,99488
356,99442
357,99411
358,99400
359,99372
360,99355
361,99356
362,99320
363,99291
364,99275
365,99241
366,99237
367,99250
368,99237
369,99237
370,99266
371,99278
372,99302
373,99351
374,99369
375,99390
376,99427
377,99440
378,99457
379,99500
380,99501
381,99506
382,99534
383,99537
384,99554
385,99570
386,99548
387,99530
388,99519
389,99476
390,99438
391,99427
392,99388
393,99368
394,99371
395,99344
396,99316
397,99307
398,99263
399,99237
400,99253
401,99238
402,99233
403,99253
404,99254
405,99274
406,99318
407,99339
408,99365
409,99406
410,99415
411,99436
412,99473
413,99488
414,99497
415,99522
416,99522
417,99533
418,99570
419,99558
420,99544
421,99546
422,99507
423,99472
424,99454
425,99415
426,99384
427,99384
428,99359
429,99340
430,99332
431,99295
432,99259
433,99253
434,99241
435,99234
436,99249
437,99241
438,99250
439,99290
440,99306
441,99335
442,99381
443,99394
444,99411
445,99452
446,99461
447,99484
448,99513
449,99510
450,99518
451,99549
452,99558
453,99554
454,99560
455,99534
456,99503
457,99488
458,99442
459,99411
460,99400
461,99372
462,99355
463,99356
464,99320
465,99291
466,99275
467,99241
468,99237
469,99250
470,99237
471,99237
472,99266
473,99278
474,99302
475,99351
476,99369
477,99390
478,99427
479,99440
480,99457
481,99500
482,99501
483,99506
484,99534
485,99537
486,99554
487,99570
488,99548
489,99530
490,99519
491,99476
492,99438
493,99427
494,99388
495,99368
496,99371
497,99344
498,99316
499,99307
500,99263
501,99237
502,99253
503,99238
504,99233
505,99253
506,99254
507,99274
508,99318
509,99339
510,99365
511,99406
512,99415
513,99436
514,99473
515,99488
516,99497
517,99522
518,99522
519,99533
520,99570
521,99558
522,99544
523,99546
524,99507
525,99472
526,99454
527,99415
528,99384
529,99384
530,99359
531,99340
532,99332
533,99295
534,99259
535,99253
536,99241
537,99234
538,99249
539,99241
540,99250
541,99290
542,99306
543,99335
544,99381
545,99394
546,99411
547,99452
548,99461
549,99484
550,99513
551,99510
552,99518
553,99549
554,99558
555,99554
556,99560
557,99534
558,99503
559,99488
560,99442
561,99411
562,99400
563,99372
564,99355
565,99356
566,99320
567,99291
568,99275
569,99241
570,99237
571,99250
572,99237
573,99237
574,99266
575,99278
576,99302
577,99351
578,99369
579,99390
580,99427
581,99440
582,99457
583,99500
584,99501
585,99506
586,99534
587,99537
588,99554
589,99570
590,99548
591,99530
592,99519
593,99476
594,99438
595,99427
596,99388
597,99368
598,99371
599,99344
600,99316
601,99307
602,99263
603,99237
604,99253
605,99238
606,99233
607,99253
608,99254
609,99274
610,99318
611,99339
612,99365
613,99406
614,99415
615,99436
616,99473
617,99488
618,99497
619,99522
